,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
2021-04-23 19:06:11.419,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-52.0,2021-04-23 19:06:11.419
2021-04-23 19:06:11.428,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:06:11.428
2021-04-23 19:06:11.489,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-73.0,2021-04-23 19:06:11.489
2021-04-23 19:06:11.506,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:06:11.506
2021-04-23 19:06:11.627,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:11.627
2021-04-23 19:06:11.829,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-90.0,2021-04-23 19:06:11.829
2021-04-23 19:06:11.842,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-50.0,2021-04-23 19:06:11.842
2021-04-23 19:06:11.863,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-88.0,2021-04-23 19:06:11.863
2021-04-23 19:06:11.893,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-69.0,2021-04-23 19:06:11.893
2021-04-23 19:06:12.241,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-89.0,2021-04-23 19:06:12.241
2021-04-23 19:06:12.268,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-51.0,2021-04-23 19:06:12.268
2021-04-23 19:06:12.292,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:12.292
2021-04-23 19:06:12.322,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:12.322
2021-04-23 19:06:12.599,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-88.0,2021-04-23 19:06:12.599
2021-04-23 19:06:12.658,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-81.0,2021-04-23 19:06:12.658
2021-04-23 19:06:12.685,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-52.0,2021-04-23 19:06:12.685
2021-04-23 19:06:12.731,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:12.731
2021-04-23 19:06:13.029,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-87.0,2021-04-23 19:06:13.029
2021-04-23 19:06:13.037,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-97.0,2021-04-23 19:06:13.037
2021-04-23 19:06:13.041,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-73.0,2021-04-23 19:06:13.041
2021-04-23 19:06:13.078,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-79.0,2021-04-23 19:06:13.078
2021-04-23 19:06:13.110,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-51.0,2021-04-23 19:06:13.110
2021-04-23 19:06:13.228,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-96.0,2021-04-23 19:06:13.228
2021-04-23 19:06:13.444,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:13.444
2021-04-23 19:06:13.467,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-69.0,2021-04-23 19:06:13.467
2021-04-23 19:06:13.498,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:06:13.498
2021-04-23 19:06:13.536,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-47.0,2021-04-23 19:06:13.536
2021-04-23 19:06:13.856,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-45.0,2021-04-23 19:06:13.856
2021-04-23 19:06:13.862,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-91.0,2021-04-23 19:06:13.862
2021-04-23 19:06:13.884,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:13.884
2021-04-23 19:06:13.924,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-96.0,2021-04-23 19:06:13.924
2021-04-23 19:06:13.937,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-89.0,2021-04-23 19:06:13.937
2021-04-23 19:06:14.232,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-100.0,2021-04-23 19:06:14.232
2021-04-23 19:06:14.259,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:14.259
2021-04-23 19:06:14.284,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:14.284
2021-04-23 19:06:14.301,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:14.301
2021-04-23 19:06:14.345,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-86.0,2021-04-23 19:06:14.345
2021-04-23 19:06:14.665,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:06:14.665
2021-04-23 19:06:14.683,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:14.683
2021-04-23 19:06:14.700,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:14.700
2021-04-23 19:06:14.724,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-70.0,2021-04-23 19:06:14.724
2021-04-23 19:06:14.982,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:06:14.982
2021-04-23 19:06:15.001,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-47.0,2021-04-23 19:06:15.001
2021-04-23 19:06:15.050,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-69.0,2021-04-23 19:06:15.050
2021-04-23 19:06:15.124,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-92.0,2021-04-23 19:06:15.124
2021-04-23 19:06:15.467,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-69.0,2021-04-23 19:06:15.467
2021-04-23 19:06:15.511,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:06:15.511
2021-04-23 19:06:15.534,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-47.0,2021-04-23 19:06:15.534
2021-04-23 19:06:15.542,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-93.0,2021-04-23 19:06:15.542
2021-04-23 19:06:15.852,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-92.0,2021-04-23 19:06:15.852
2021-04-23 19:06:15.904,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-70.0,2021-04-23 19:06:15.904
2021-04-23 19:06:15.925,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:06:15.925
2021-04-23 19:06:15.954,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:15.954
2021-04-23 19:06:16.075,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-92.0,2021-04-23 19:06:16.075
2021-04-23 19:06:16.265,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-47.0,2021-04-23 19:06:16.265
2021-04-23 19:06:16.329,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-70.0,2021-04-23 19:06:16.329
2021-04-23 19:06:16.355,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-82.0,2021-04-23 19:06:16.355
2021-04-23 19:06:16.661,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-82.0,2021-04-23 19:06:16.661
2021-04-23 19:06:16.684,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:16.684
2021-04-23 19:06:16.702,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-92.0,2021-04-23 19:06:16.702
2021-04-23 19:06:16.751,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-69.0,2021-04-23 19:06:16.751
2021-04-23 19:06:17.086,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:17.086
2021-04-23 19:06:17.090,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-94.0,2021-04-23 19:06:17.090
2021-04-23 19:06:17.108,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:17.108
2021-04-23 19:06:17.111,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:17.111
2021-04-23 19:06:17.166,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:17.166
2021-04-23 19:06:17.176,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:17.176
2021-04-23 19:06:17.482,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:17.482
2021-04-23 19:06:17.493,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:17.493
2021-04-23 19:06:17.517,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:17.517
2021-04-23 19:06:17.523,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:17.523
2021-04-23 19:06:17.535,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-91.0,2021-04-23 19:06:17.535
2021-04-23 19:06:17.574,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:17.574
2021-04-23 19:06:17.893,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:17.893
2021-04-23 19:06:17.919,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:17.919
2021-04-23 19:06:17.926,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:17.926
2021-04-23 19:06:17.943,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:17.943
2021-04-23 19:06:17.950,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:17.950
2021-04-23 19:06:17.956,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:17.956
2021-04-23 19:06:18.330,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:18.330
2021-04-23 19:06:18.335,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:18.335
2021-04-23 19:06:18.338,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:18.338
2021-04-23 19:06:18.357,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:18.357
2021-04-23 19:06:18.362,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-88.0,2021-04-23 19:06:18.362
2021-04-23 19:06:18.366,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:18.366
2021-04-23 19:06:18.689,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:18.689
2021-04-23 19:06:18.728,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:18.728
2021-04-23 19:06:18.749,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:18.749
2021-04-23 19:06:18.756,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:18.756
2021-04-23 19:06:18.769,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:18.769
2021-04-23 19:06:18.784,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:18.784
2021-04-23 19:06:19.090,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:19.090
2021-04-23 19:06:19.107,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:19.107
2021-04-23 19:06:19.112,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:19.112
2021-04-23 19:06:19.161,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:19.161
2021-04-23 19:06:19.175,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:19.175
2021-04-23 19:06:19.181,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:19.181
2021-04-23 19:06:19.472,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:19.472
2021-04-23 19:06:19.490,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-79.0,2021-04-23 19:06:19.490
2021-04-23 19:06:19.499,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:19.499
2021-04-23 19:06:19.526,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-93.0,2021-04-23 19:06:19.526
2021-04-23 19:06:19.531,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:19.531
2021-04-23 19:06:19.582,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-70.0,2021-04-23 19:06:19.582
2021-04-23 19:06:19.916,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:19.916
2021-04-23 19:06:19.923,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:19.923
2021-04-23 19:06:19.927,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:19.927
2021-04-23 19:06:19.941,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-93.0,2021-04-23 19:06:19.941
2021-04-23 19:06:19.944,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:19.944
2021-04-23 19:06:19.999,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:19.999
2021-04-23 19:06:20.319,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:20.319
2021-04-23 19:06:20.327,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:20.327
2021-04-23 19:06:20.333,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:20.333
2021-04-23 19:06:20.337,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:20.337
2021-04-23 19:06:20.353,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-92.0,2021-04-23 19:06:20.353
2021-04-23 19:06:20.370,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:20.370
2021-04-23 19:06:20.734,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:20.734
2021-04-23 19:06:20.741,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:20.741
2021-04-23 19:06:20.746,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:20.746
2021-04-23 19:06:20.750,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-89.0,2021-04-23 19:06:20.750
2021-04-23 19:06:20.783,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-94.0,2021-04-23 19:06:20.783
2021-04-23 19:06:20.799,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:20.799
2021-04-23 19:06:21.059,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:21.059
2021-04-23 19:06:21.125,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-50.0,2021-04-23 19:06:21.125
2021-04-23 19:06:21.152,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:21.152
2021-04-23 19:06:21.159,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-88.0,2021-04-23 19:06:21.159
2021-04-23 19:06:21.165,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:21.165
2021-04-23 19:06:21.214,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-93.0,2021-04-23 19:06:21.214
2021-04-23 19:06:21.476,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:21.476
2021-04-23 19:06:21.511,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-94.0,2021-04-23 19:06:21.511
2021-04-23 19:06:21.551,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-49.0,2021-04-23 19:06:21.551
2021-04-23 19:06:21.574,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-79.0,2021-04-23 19:06:21.574
2021-04-23 19:06:21.579,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:21.579
2021-04-23 19:06:21.584,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:21.584
2021-04-23 19:06:21.880,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:21.880
2021-04-23 19:06:21.889,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:21.889
2021-04-23 19:06:21.937,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-96.0,2021-04-23 19:06:21.937
2021-04-23 19:06:21.989,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:21.989
2021-04-23 19:06:22.017,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-90.0,2021-04-23 19:06:22.017
2021-04-23 19:06:22.330,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:22.330
2021-04-23 19:06:22.363,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-97.0,2021-04-23 19:06:22.363
2021-04-23 19:06:22.405,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:22.405
2021-04-23 19:06:22.411,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:22.411
2021-04-23 19:06:22.417,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:22.417
2021-04-23 19:06:22.564,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-96.0,2021-04-23 19:06:22.564
2021-04-23 19:06:22.647,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:22.647
2021-04-23 19:06:22.810,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:22.810
2021-04-23 19:06:22.818,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:22.818
2021-04-23 19:06:22.827,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:22.827
2021-04-23 19:06:23.079,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-96.0,2021-04-23 19:06:23.079
2021-04-23 19:06:23.128,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-79.0,2021-04-23 19:06:23.128
2021-04-23 19:06:23.132,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-71.0,2021-04-23 19:06:23.132
2021-04-23 19:06:23.166,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:06:23.166
2021-04-23 19:06:23.231,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:23.231
2021-04-23 19:06:23.550,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-48.0,2021-04-23 19:06:23.550
2021-04-23 19:06:23.557,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:23.557
2021-04-23 19:06:23.560,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:23.560
2021-04-23 19:06:23.581,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:06:23.581
2021-04-23 19:06:23.605,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-100.0,2021-04-23 19:06:23.605
2021-04-23 19:06:23.690,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-72.0,2021-04-23 19:06:23.690
2021-04-23 19:06:23.775,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-80.0,2021-04-23 19:06:23.775
2021-04-23 19:06:23.913,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:06:23.913
2021-04-23 19:06:23.986,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-45.0,2021-04-23 19:06:23.986
2021-04-23 19:06:24.104,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-96.0,2021-04-23 19:06:24.104
2021-04-23 19:06:24.120,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:06:24.120
2021-04-23 19:06:24.138,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-100.0,2021-04-23 19:06:24.138
2021-04-23 19:06:24.408,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-82.0,2021-04-23 19:06:24.408
2021-04-23 19:06:24.416,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-76.0,2021-04-23 19:06:24.416
2021-04-23 19:06:24.422,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-47.0,2021-04-23 19:06:24.422
2021-04-23 19:06:24.485,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:24.485
2021-04-23 19:06:24.754,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-98.0,2021-04-23 19:06:24.754
2021-04-23 19:06:24.814,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-82.0,2021-04-23 19:06:24.814
2021-04-23 19:06:24.821,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-76.0,2021-04-23 19:06:24.821
2021-04-23 19:06:24.826,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:24.826
2021-04-23 19:06:25.090,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:25.090
2021-04-23 19:06:25.145,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-76.0,2021-04-23 19:06:25.145
2021-04-23 19:06:25.187,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-96.0,2021-04-23 19:06:25.187
2021-04-23 19:06:25.239,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:06:25.239
2021-04-23 19:06:25.247,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:25.247
2021-04-23 19:06:25.394,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-97.0,2021-04-23 19:06:25.394
2021-04-23 19:06:25.560,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-82.0,2021-04-23 19:06:25.560
2021-04-23 19:06:25.565,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-77.0,2021-04-23 19:06:25.565
2021-04-23 19:06:25.572,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-45.0,2021-04-23 19:06:25.572
2021-04-23 19:06:25.775,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-45.0,2021-04-23 19:06:25.775
2021-04-23 19:06:25.927,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-97.0,2021-04-23 19:06:25.927
2021-04-23 19:06:25.963,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:06:25.963
2021-04-23 19:06:25.980,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-76.0,2021-04-23 19:06:25.980
2021-04-23 19:06:26.305,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-77.0,2021-04-23 19:06:26.305
2021-04-23 19:06:26.311,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-46.0,2021-04-23 19:06:26.311
2021-04-23 19:06:26.352,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-94.0,2021-04-23 19:06:26.352
2021-04-23 19:06:26.381,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:06:26.381
2021-04-23 19:06:26.774,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-95.0,2021-04-23 19:06:26.774
2021-04-23 19:06:26.808,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:06:26.808
2021-04-23 19:06:26.835,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-43.0,2021-04-23 19:06:26.835
2021-04-23 19:06:27.154,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-90.0,2021-04-23 19:06:27.154
