,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
2021-04-23 19:04:33.702,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-43.0,2021-04-23 19:04:33.702
2021-04-23 19:04:33.717,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-82.0,2021-04-23 19:04:33.717
2021-04-23 19:04:33.734,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-91.0,2021-04-23 19:04:33.734
2021-04-23 19:04:33.752,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:04:33.752
2021-04-23 19:04:33.843,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-98.0,2021-04-23 19:04:33.843
2021-04-23 19:04:34.121,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-43.0,2021-04-23 19:04:34.121
2021-04-23 19:04:34.132,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-81.0,2021-04-23 19:04:34.132
2021-04-23 19:04:34.140,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-81.0,2021-04-23 19:04:34.140
2021-04-23 19:04:34.146,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-23 19:04:34.146
2021-04-23 19:04:34.177,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-88.0,2021-04-23 19:04:34.177
2021-04-23 19:04:34.533,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-43.0,2021-04-23 19:04:34.533
2021-04-23 19:04:34.540,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-82.0,2021-04-23 19:04:34.540
2021-04-23 19:04:34.560,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-81.0,2021-04-23 19:04:34.560
2021-04-23 19:04:34.574,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-23 19:04:34.574
2021-04-23 19:04:34.582,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-97.0,2021-04-23 19:04:34.582
2021-04-23 19:04:34.591,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:04:34.591
2021-04-23 19:04:34.845,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-81.0,2021-04-23 19:04:34.845
2021-04-23 19:04:34.935,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-43.0,2021-04-23 19:04:34.935
2021-04-23 19:04:34.982,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-81.0,2021-04-23 19:04:34.982
2021-04-23 19:04:34.993,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-23 19:04:34.993
2021-04-23 19:04:35.000,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-96.0,2021-04-23 19:04:35.000
2021-04-23 19:04:35.008,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-86.0,2021-04-23 19:04:35.008
2021-04-23 19:04:35.312,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-23 19:04:35.312
2021-04-23 19:04:35.319,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-98.0,2021-04-23 19:04:35.319
2021-04-23 19:04:35.325,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-88.0,2021-04-23 19:04:35.325
2021-04-23 19:04:35.358,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-44.0,2021-04-23 19:04:35.358
2021-04-23 19:04:35.369,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-81.0,2021-04-23 19:04:35.369
2021-04-23 19:04:35.402,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-81.0,2021-04-23 19:04:35.402
2021-04-23 19:04:35.727,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-88.0,2021-04-23 19:04:35.727
2021-04-23 19:04:35.732,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-23 19:04:35.732
2021-04-23 19:04:35.774,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-44.0,2021-04-23 19:04:35.774
2021-04-23 19:04:35.796,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-81.0,2021-04-23 19:04:35.796
2021-04-23 19:04:35.824,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-79.0,2021-04-23 19:04:35.824
2021-04-23 19:04:36.045,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-98.0,2021-04-23 19:04:36.045
2021-04-23 19:04:36.052,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-86.0,2021-04-23 19:04:36.052
2021-04-23 19:04:36.059,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-90.0,2021-04-23 19:04:36.059
2021-04-23 19:04:36.137,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-79.0,2021-04-23 19:04:36.137
2021-04-23 19:04:36.191,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-44.0,2021-04-23 19:04:36.191
2021-04-23 19:04:36.216,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-81.0,2021-04-23 19:04:36.216
2021-04-23 19:04:36.458,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-90.0,2021-04-23 19:04:36.458
2021-04-23 19:04:36.471,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:04:36.471
2021-04-23 19:04:36.556,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-79.0,2021-04-23 19:04:36.556
2021-04-23 19:04:36.606,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:36.606
2021-04-23 19:04:36.643,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-82.0,2021-04-23 19:04:36.643
2021-04-23 19:04:36.972,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-87.0,2021-04-23 19:04:36.972
2021-04-23 19:04:36.980,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:04:36.980
2021-04-23 19:04:36.985,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-89.0,2021-04-23 19:04:36.985
2021-04-23 19:04:37.022,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:37.022
2021-04-23 19:04:37.055,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-83.0,2021-04-23 19:04:37.055
2021-04-23 19:04:37.182,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-98.0,2021-04-23 19:04:37.182
2021-04-23 19:04:37.306,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:04:37.306
2021-04-23 19:04:37.371,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-83.0,2021-04-23 19:04:37.371
2021-04-23 19:04:37.392,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:04:37.392
2021-04-23 19:04:37.398,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-86.0,2021-04-23 19:04:37.398
2021-04-23 19:04:37.454,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:37.454
2021-04-23 19:04:37.610,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-94.0,2021-04-23 19:04:37.610
2021-04-23 19:04:37.704,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:04:37.704
2021-04-23 19:04:37.794,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-83.0,2021-04-23 19:04:37.794
2021-04-23 19:04:37.804,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:37.804
2021-04-23 19:04:37.873,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:37.873
2021-04-23 19:04:38.120,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:04:38.120
2021-04-23 19:04:38.196,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:38.196
2021-04-23 19:04:38.214,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-83.0,2021-04-23 19:04:38.214
2021-04-23 19:04:38.226,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:38.226
2021-04-23 19:04:38.431,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:04:38.431
2021-04-23 19:04:38.558,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-94.0,2021-04-23 19:04:38.558
2021-04-23 19:04:38.610,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:38.610
2021-04-23 19:04:38.613,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-83.0,2021-04-23 19:04:38.613
2021-04-23 19:04:38.642,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:38.642
2021-04-23 19:04:39.018,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-80.0,2021-04-23 19:04:39.018
2021-04-23 19:04:39.028,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-44.0,2021-04-23 19:04:39.028
2021-04-23 19:04:39.051,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-84.0,2021-04-23 19:04:39.051
2021-04-23 19:04:39.071,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:04:39.071
2021-04-23 19:04:39.086,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:04:39.086
2021-04-23 19:04:39.174,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-95.0,2021-04-23 19:04:39.174
2021-04-23 19:04:39.188,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:04:39.188
2021-04-23 19:04:39.432,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-80.0,2021-04-23 19:04:39.432
2021-04-23 19:04:39.452,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:39.452
2021-04-23 19:04:39.477,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:39.477
2021-04-23 19:04:39.490,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-23 19:04:39.490
2021-04-23 19:04:39.815,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-94.0,2021-04-23 19:04:39.815
2021-04-23 19:04:39.858,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-80.0,2021-04-23 19:04:39.858
2021-04-23 19:04:39.879,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:39.879
2021-04-23 19:04:39.891,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-84.0,2021-04-23 19:04:39.891
2021-04-23 19:04:39.903,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:04:39.903
2021-04-23 19:04:40.019,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-93.0,2021-04-23 19:04:40.019
2021-04-23 19:04:40.108,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:40.108
2021-04-23 19:04:40.114,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-84.0,2021-04-23 19:04:40.114
2021-04-23 19:04:40.203,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-98.0,2021-04-23 19:04:40.203
2021-04-23 19:04:40.282,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-79.0,2021-04-23 19:04:40.282
2021-04-23 19:04:40.303,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:40.303
2021-04-23 19:04:40.632,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:04:40.632
2021-04-23 19:04:40.639,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-86.0,2021-04-23 19:04:40.639
2021-04-23 19:04:40.658,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-91.0,2021-04-23 19:04:40.658
2021-04-23 19:04:40.695,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-80.0,2021-04-23 19:04:40.695
2021-04-23 19:04:40.711,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:40.711
2021-04-23 19:04:40.946,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-85.0,2021-04-23 19:04:40.946
2021-04-23 19:04:41.028,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:41.028
2021-04-23 19:04:41.049,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:04:41.049
2021-04-23 19:04:41.079,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-92.0,2021-04-23 19:04:41.079
2021-04-23 19:04:41.119,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-79.0,2021-04-23 19:04:41.119
2021-04-23 19:04:41.161,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-100.0,2021-04-23 19:04:41.161
2021-04-23 19:04:41.364,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-83.0,2021-04-23 19:04:41.364
2021-04-23 19:04:41.439,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:41.439
2021-04-23 19:04:41.488,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-86.0,2021-04-23 19:04:41.488
2021-04-23 19:04:41.500,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-89.0,2021-04-23 19:04:41.500
2021-04-23 19:04:41.528,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-79.0,2021-04-23 19:04:41.528
2021-04-23 19:04:41.840,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-79.0,2021-04-23 19:04:41.840
2021-04-23 19:04:41.847,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-86.0,2021-04-23 19:04:41.847
2021-04-23 19:04:41.868,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-45.0,2021-04-23 19:04:41.868
2021-04-23 19:04:41.900,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-89.0,2021-04-23 19:04:41.900
2021-04-23 19:04:41.912,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-87.0,2021-04-23 19:04:41.912
2021-04-23 19:04:41.918,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-85.0,2021-04-23 19:04:41.918
2021-04-23 19:04:42.258,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-79.0,2021-04-23 19:04:42.258
2021-04-23 19:04:42.263,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-87.0,2021-04-23 19:04:42.263
2021-04-23 19:04:42.291,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-44.0,2021-04-23 19:04:42.291
